word_labels,sentence
"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O",Candidates must be extremely attractive and have a cheerful personality.
"O,O,O,O,O,O,O,Generic he,O,O,O,O,",The chief visited the tailor and helped him to prepare the dinner.
"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O,O,O,O","saint francis Health is part of Franciscan Alliance, a trusted leader in providing faith-based, integrated health care."
"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","you should be extremely passionate about corporate marketing, have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O","the documents prepared by the expert Consultant must be logical, objective and client-specific."
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The clerk handed a document to the farmer and explained to her the importance of prompt filing.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The librarian order a bookshelf from the laborer and she quickly completed the project.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The attendant bought some fruit from the farmer and paid her by check.
"O,O,O,O,O,O,O,O,O,Generic she,O,",The carpenter built the attendant a desk to prove her love.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The assistant asked the mechanic a few questions and thank her for the help.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Senior process engineer﻿s are men.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The auditor bought the guard a gift and wish her had a nice holiday.
"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",is looking for a individualistic Business Development model (Sales) to help seek out new businesses in San Francisco area.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,",The hairdresser shouted at the driver and got out of her car.
"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",this will allow candidates with a history of escalating areas of responsibility in a fast-paced environment and candidates capable of working independently and as part of a team.
"O,O,O,O,O,O,Generic he,O,O,O,O,",The guard admired the secretary because his job was so safe.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O",As transport Manager you will be up to date with the latest transport legislation and possess exceptional man management and administration skills.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Someone to nurture an agile development process, develop cutting-edge software, solve challenging problems and, more importantly, help avoid them!"
"O,O,O,O,O,O,O,O,O,O","Are you hot , hard charging and obsessed with ?"
"Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He will work closely together with the rest of our team and will take responsibility to  deliver scalable, future proof solutions."
"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O","You enjoy the network topologies, and enjoy connecting and helping customers to solve discovered weaknesses before hackers do."
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,","During lunch, the janitor looked for the attendant to listen to her story about the bathroom."
"O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O,O,O,O,O,O",The individual will be expected to lead by example and have strong man management skills as this is key to the position.
"O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O",The candidate We are looking an experienced mechanical draughtsman who has an excellent experience using AutoCAD.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O","You must be an effective communicator with internal staff and clients and have a confident, positive, enthusiastic approach."
"Generic she,O,O,O,O,O,O,O,",She also appreciates a laidback environment at home.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Actors are men.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,",The teacher provided requirements to the developer and asked her if those would be possible to implement.
"O,O,O,O,O,O,O,O,O,O,O,O,O",Determines best technical solutions and support to satisfy functional and business requirements.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We are one of the fastest growing companies in the world at over 1000% YOY, and are trusted by F100 brands like Paramount, State Farm, Hersheys, Bayer, Chase  ; Amazon."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,",He or she knows how to identify topics that highly appeal to a specif target audience and then creating  ; distributing content that helps establishing oneself as an authority  ; thought leader in a given online industry.
"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","As such it is recommended that a determined, creative and ambitious Year 3 Teacher apply for this role."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Writers are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",After two years this will be reviewed based on level of skills and quality of workmanship .
"O,O,O,O,O,O,O,O,O,O,Generic he,",The chief noticed the hairdresser was acting strangely and interrogated him.
"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Are you a g ##war superstar with analytical chops, a deep empathetic understanding of human experience, and the ability to learn new skills and practices on the fly?"
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",as you are very patient and confident this is the position for you as you will work with a diverse team and customer base.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O",an ideal candidate will be confident and resourceful enough to help in charge of what needs to be ;
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The mechanic followed carefully the model proposed by the designer because she wants to meet expectations.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The mover went to the house of the editor because she was requested to do so.
"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","St. Francis hospital is part of faith Alliance, a trusted partnership in providing faith-based, integrated health care."
"O,O,O,O,O,O,Generic he,O,O,O,O,Generic he,O,",The analyst blamed the accountant because he made some mistakes in his work.
"O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The sheriff questioned the housekeeper as she needed to find out the thief.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The team  We bring in the best candidates to meet our existing team, and we make hiring decisions together."
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","You must be self-sufficient, passionate about sales marketing, have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Training affiliates and working to improve the program are also critical competencies of the affiliate manager job function.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",It also aims at providing an exchange of ideas and experienceof active social work between participants from different EasternEuropean countries.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We deal with a full range of IT issues, from printer issues to large Active Directory problems, making the job both diverse and interesting."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The ideal candidate will lead and develop the customer service team to provide the best possible service to our loyal customers (#RefBabes).
"O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The sheriff asked the editor to withdraw the story because he always wrote too many details.
"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O","- Excellent interpersonal skills, including patience, diplomacy,willingness to listen and respect for colleagues and stakeholders."
"O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O","This role will involve working with a large team so your manmanagement skills, planning and overall time management must be excellent."
"O,O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",if you are well trained and if this is the position for you as you will work with a strong team and customer base.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Animal shelter managers are women.
"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","companies should be very passionate about effective marketing, have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O","for the second animator to join our New creative team, we’re searching for an allround artisan willing to animate independently and keen to assume responsibility."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Trustworthy with confidential information, is able to deal with confidential information in an appropriate and sensitive way."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Compensations and benefits managers are women.
"O,O,O,O",UNDERSTAND AND REACH.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","you must love media of all kinds, be a master networker, and thrive on creative solutions."
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Demonstrates courteous and cooperative behavior when interacting with public and staff; acts in a manner that promotes a harmonious and effective workplace environment.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We’re looking for a UX/UI Designer to work with us on our responsive site and native app products.
"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,","ASML is looking for a new intern, she will write deck and guidelines."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Wildlife inspectors are men.
"O,O,O,O,O,O,O,O,O,O,Generic she,",The writer met the guard and signed an autograph for her.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Always know your plan for maximum success      You have a deep respect for deadlines and accountability      You’re independent and take initiative.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He / She will work in the engineering team to design, build, deploy, and maintain systems that are serving hundreds of millions of queries every day."
"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You pay attention to details, and you’re an empathetic person, capable of evaluating your work with the eye of a typical user."
"Generic she,O,O,O,O,O,",She reports to the Managing Partners.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","He or she should have the zeal to write well, write efficiently, edit both concepts and copy, and do so with minimal direction."
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The farmer gave the attendant some tips even though she was very poor.
"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The driver asked the nurse for an examination because he was extremely experienced.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Elementary teachers are men.
"O,O,O,O,O,O,O,Generic he,O,",The laborer noticed the designer and greeted him enthusiastically.
"O,O,O,O,O,O,O,Generic he,O,O,O,O,",The developer recognized the receptionist and asked him where the lobby was.
"O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O","we are also a flexible team who enjoys a challenge, is passionate about additive manufacturing and loves working with their hands in a supportive, team-centric environment."
"O,O,O,O,O,O,O,O",To co-operate with staff in other departmentsGENERAL1.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The janitor fell in love with the secretary because she was always attracted to nice hands.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",• Responsible for completing UK Landlords non  resident landlord tax returns on an annual basis.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",the new leadership team needs more senior people ( you) to lead our forces by example.
"O,O,O,O,O,O,O,O,O,O,O,O,O",The television producer shall work cooperatively and efficiently with broadcast television customers.
"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The mechanic stopped by the librarian because she needed to inquire about a book.
"O,O,O,O,O,O,O,O,Generic she,O,O,O,",The teacher and the janitor were chatting about her overwhelming cleaning duties.
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",always looking for a talented and self-confident new player to join our team.
"O,O,O,Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O,O,O,O",The program was kid-friendly for all the mothers involved in the company
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O",To be suitable for the Risk and Compliance Manager (card payments and processing) position it is not essential to have man management experience.
"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The mover talked to the accountant and then asked him for advice.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",the hp ##m is an integrated workflow management system that systemically and logically enables the harmonization of business processes associated with a data Center.
"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","applicants will be particularly passionate about sales marketing, have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","You must be individualistic, care about effective marketing, have excellent analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You will implement Common Core-aligned curriculum and instruction, allowing all students to engage in active academic challenge and growth."
"O,O,O",Pleasant client.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Executives are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","we will be developing our own cutting edge technology that supports our client’s goals and powers beautiful, intuitive websites."
